,epithelial cell of proximal tubule,fibroblast,glomerular visceral epithelial cell,kidney capillary endothelial cell,kidney connecting tubule epithelial cell,kidney distal convoluted tubule epithelial cell,kidney loop of Henle thick ascending limb epithelial cell,leukocyte,mesangial cell,parietal epithelial cell,renal alpha-intercalated cell,renal beta-intercalated cell,renal principal cell
ENSG00000164691,0.0026624708,0.0005438449,0.015101242,0.019746458,0.0114254765,0.0076518576,0.0019373667,0.8451417,0.0005438449,0.013961122,0.0005438449,0.08019699,0.0005438449
ENSG00000164694,0.007334154,0.7619515,0.007334154,0.08365994,0.06494399,0.007334154,0.023437122,0.007334154,0.007334154,0.007334154,0.007334154,0.007334154,0.007334154
ENSG00000237927,0.071199074,0.20734602,0.18791404,0.002260102,0.020700427,0.15231024,0.03787773,0.002260102,0.002260102,0.002260102,0.22543375,0.002260102,0.08591824
ENSG00000112096,0.07186121,0.03664977,0.05944374,0.04246155,0.09413689,0.07314158,0.087796986,0.00068966456,0.03583421,0.22036865,0.121026576,0.045410484,0.11117871
ENSG00000146457,0.05433393,0.056717984,0.0718856,0.072351605,0.06722239,0.0798642,0.08021091,0.050521303,0.111419044,0.11116907,0.082283646,0.092836894,0.06918345
ENSG00000120437,0.046009086,0.10989638,0.076580435,0.040151075,0.11094658,0.06902439,0.08869084,0.00022536542,0.08137404,0.20152679,0.053731244,0.047825202,0.07401862
ENSG00000120438,0.07752807,0.07775342,0.06976912,0.075241886,0.081888765,0.09336591,0.082573175,0.07106191,0.03065435,0.103782766,0.096552394,0.08467372,0.055154454
ENSG00000112110,0.07517281,0.06707036,0.11892782,0.073052526,0.09312312,0.1410355,0.11403905,0.00035734082,0.05401141,0.050080907,0.10017917,0.06083185,0.052118108
ENSG00000146453,0.085352995,0.35179034,0.0021227186,0.094297916,0.0021227186,0.08832912,0.09950233,0.0021227186,0.0021227186,0.13644578,0.026670214,0.08420841,0.024911994
ENSG00000130368,0.09072136,0.010444124,0.30299425,0.2015224,0.09298933,0.088178925,0.15048471,0.010444124,0.010444124,0.010444124,0.010444124,0.010444124,0.010444124
ENSG00000197081,0.12318046,0.06042293,0.05754191,0.061521508,0.07731241,0.08767604,0.08437137,0.0742217,0.06783052,0.07405805,0.071237825,0.081953146,0.0786722
ENSG00000175003,0.12728539,0.057970528,0.023644159,0.020487802,0.085461475,0.11646772,0.16426304,0.09721342,0.08088833,0.04577632,0.045628574,0.08618823,0.048724953
ENSG00000112499,0.25384456,0.030285366,0.03409528,0.030563252,0.10262087,0.052578688,0.07661098,0.07457655,0.05486941,0.14713012,0.02354158,0.016737944,0.102545336
ENSG00000146477,0.021120302,0.36310956,0.0012072042,0.005419318,0.050155293,0.1028807,0.17009132,4.7091915e-05,0.2183898,0.05468176,0.0033507776,0.005329476,0.004217403
ENSG00000198670,0.49296436,0.025032321,0.03358988,0.020518841,0.015981246,0.015093533,0.035478227,0.00045529095,0.05698366,0.22779544,0.024085427,0.023488382,0.02853336
ENSG00000224477,0.18146352,0.006784839,0.19514762,0.12316541,0.006784839,0.1333893,0.09006278,0.006784839,0.006784839,0.14932638,0.006784839,0.006784839,0.08673596
ENSG00000122194,0.6264434,0.059339672,0.025516603,0.03830566,0.017224088,0.01925771,0.014468914,0.05281432,0.042499855,0.030418957,0.020934228,0.033663947,0.019112758
ENSG00000224371,0.3081836,0.008201976,0.008201976,0.28537413,0.008201976,0.09869259,0.14562778,0.008201976,0.008201976,0.008201976,0.008201976,0.008201976,0.09650601
ENSG00000231863,0.01565742,0.005212544,0.005212544,0.005212544,0.16717061,0.07620739,0.092906184,0.005212544,0.005212544,0.005212544,0.005212544,0.005212544,0.60635793
ENSG00000272841,0.026943045,0.026943045,0.026943045,0.026943045,0.026943045,0.1283178,0.28393814,0.026943045,0.026943045,0.026943045,0.026943045,0.026943045,0.31831363
ENSG00000085511,0.05505949,0.059961118,0.06991748,0.09640262,0.07827375,0.0855337,0.07973565,0.09739908,0.09763247,0.076039344,0.06762435,0.05881436,0.07760651
ENSG00000026652,0.011388052,0.13202764,0.04977739,0.163776,0.049050566,0.057235524,0.17440328,0.12962,0.07001432,0.078758225,0.0065946165,0.009710339,0.06764406
ENSG00000185345,0.09319142,0.06140751,0.05557792,0.060886268,0.07899818,0.05991862,0.07290757,0.07482187,0.06052778,0.06384672,0.10303898,0.114623345,0.100253835
ENSG00000112530,0.025393128,0.02829976,0.048545666,0.016151814,0.04245978,0.023804558,0.03187769,0.015227187,0.022415863,0.06563993,0.28531793,0.33251384,0.062352866
ENSG00000225683,0.008156438,0.0018589596,0.0018589596,0.0018589596,0.01293059,0.0018589596,0.0062331385,0.0018589596,0.0018589596,0.0018589596,0.49091733,0.40520647,0.06354333
ENSG00000270419,0.0414878,0.0005195995,0.3809022,0.021922503,0.0821923,0.10232247,0.125445,0.0005195995,0.0005195995,0.051373415,0.06238447,0.06643818,0.06397298
ENSG00000112531,0.038047068,0.086991735,0.12434178,0.10958986,0.06299081,0.062121935,0.058278516,0.11848146,0.04963716,0.066151,0.068081975,0.10205201,0.053234663
ENSG00000235538,0.2146899,0.013526383,0.3507906,0.013526383,0.1439961,0.13471334,0.047598887,0.013526383,0.013526383,0.013526383,0.013526383,0.013526383,0.013526383
ENSG00000112539,0.007597163,0.001027419,0.12704992,0.001027419,0.00895429,0.0045570564,0.006556088,0.001027419,0.001027419,0.7685519,0.011781337,0.001027419,0.059815153
ENSG00000112541,0.061880093,0.028794516,0.069418624,0.083330646,0.06778642,0.08840136,0.07486549,0.012302355,0.13360241,0.10493069,0.033727106,0.04412222,0.1968381
ENSG00000236627,0.020986747,0.006918245,0.006918245,0.006918245,0.097256735,0.052571405,0.04366551,0.006918245,0.006918245,0.006918245,0.006918245,0.26617992,0.470912
ENSG00000281832,0.0014481104,0.0014481104,0.040481273,0.0014481104,0.060337305,0.017884808,0.037422042,0.4019929,0.0014481104,0.063377015,0.015504015,0.0014481104,0.35576007
ENSG00000231297,0.008724956,0.0019880666,0.05519239,0.0019880666,0.027833577,0.028913707,0.03492337,0.55188376,0.0019880666,0.14094566,0.0019880666,0.073310815,0.070319474
ENSG00000280850,0.026158262,0.026158262,0.026158262,0.026158262,0.026158262,0.026158262,0.6861009,0.026158262,0.026158262,0.026158262,0.026158262,0.026158262,0.026158262
ENSG00000198818,0.053919803,0.065454096,0.09485082,0.058974583,0.07392642,0.080188975,0.07507528,0.07632526,0.07540782,0.10213709,0.102436416,0.077292755,0.06401058
ENSG00000060762,0.045168284,0.03941947,0.016521756,0.036182165,0.10612117,0.14668182,0.17258936,0.05489822,0.03675915,0.028105007,0.13485359,0.104172625,0.07852736
ENSG00000261420,0.06962663,0.02265413,0.00043463666,0.005203636,0.122196406,0.13193852,0.23311976,0.13588706,0.023767266,0.01888197,0.076071255,0.057268057,0.10295063
ENSG00000071242,0.034638066,0.06425371,0.12951939,0.1629071,0.061547384,0.045893054,0.068071306,0.11903988,0.034464594,0.09836588,0.032803744,0.07085905,0.07763689
ENSG00000249141,0.038376708,0.00042199317,0.13419643,0.026425252,0.08944075,0.08013118,0.11411393,0.35521773,0.00042199317,0.05850333,0.01976898,0.00042199317,0.082559764
ENSG00000026297,0.0087594185,0.0005771686,0.032842167,0.026388863,0.02739723,0.023697978,0.0554788,0.6954345,0.027536782,0.033375226,0.027515532,0.019904373,0.021091916
ENSG00000227598,0.19645287,0.046989795,0.07551346,0.046607416,0.055798177,0.060421456,0.091607,0.08445337,0.043726765,0.08267978,0.06513663,0.107437395,0.04317596
ENSG00000213066,0.10652201,0.07717255,0.07840048,0.049086332,0.06907006,0.08281163,0.085449256,0.07751403,0.06004719,0.07939524,0.08961583,0.074650005,0.07026539
ENSG00000112486,0.11992711,0.122966245,0.14735506,0.021727506,0.0957902,0.06297137,0.11213792,0.0010274255,0.0010274255,0.054561093,0.0316436,0.1373763,0.09148877
ENSG00000166984,0.39774814,0.020021472,0.020021472,0.020021472,0.15105845,0.08947138,0.18152857,0.020021472,0.020021472,0.020021472,0.020021472,0.020021472,0.020021472
ENSG00000112494,0.5074522,0.021226246,0.021226246,0.021226246,0.021226246,0.021226246,0.06609159,0.021226246,0.021226246,0.021226246,0.21419369,0.021226246,0.021226246
ENSG00000272549,0.25209397,0.0057287687,0.0057287687,0.1772241,0.0057287687,0.0057287687,0.0057287687,0.0057287687,0.0057287687,0.5133944,0.0057287687,0.0057287687,0.0057287687
ENSG00000203688,0.008435018,0.8143316,0.001342824,0.024332283,0.024914742,0.0064233616,0.011705306,0.001342824,0.066855155,0.001342824,0.015164253,0.001342824,0.02246689
ENSG00000146521,0.2294053,0.022132106,0.01124447,0.04135637,0.010787041,0.016863221,0.106891714,0.12197852,0.014256766,0.36535344,0.01708587,0.022471398,0.020173816
ENSG00000269155,0.04210755,0.0024144698,0.0024144698,0.0024144698,0.019434387,0.012533338,0.104705065,0.0024144698,0.0024144698,0.7138563,0.0024144698,0.09046201,0.0024144698
ENSG00000285212,0.09900491,0.0008995125,0.0008995125,0.04081216,0.024210026,0.036151174,0.13082787,0.24970308,0.0008995125,0.39081445,0.009307207,0.0008995125,0.015571027
ENSG00000198221,0.08610078,0.0006036283,0.03252723,0.09647735,0.07503948,0.07280965,0.1988999,0.0006036283,0.0006036283,0.18743472,0.01587282,0.10722459,0.12580255
ENSG00000130396,0.096557155,0.08588959,0.034783516,0.106367625,0.07453047,0.06526409,0.08561703,0.016453443,0.028858263,0.14746027,0.06788029,0.11862503,0.07171321
ENSG00000125337,0.031712353,0.0051449514,0.14303425,0.5092989,0.0051449514,0.033296652,0.0678661,0.0051449514,0.0051449514,0.0051449514,0.0051449514,0.17877719,0.0051449514
ENSG00000153303,0.2388203,0.026355626,0.53159565,0.009180043,0.00368673,0.0059794406,0.0064635123,0.02998636,0.026878979,0.106044464,0.0052397014,0.0071796444,0.002589619
ENSG00000234647,0.5836982,0.12285753,0.0018159432,0.033480827,0.02436177,0.015782889,0.018196063,0.0018159432,0.0018159432,0.11228635,0.057747494,0.0018159432,0.02432499
ENSG00000164488,0.24260138,0.0010524475,0.03127994,0.03797201,0.12141816,0.02573513,0.022909435,0.0010524475,0.0010524475,0.075583965,0.04277579,0.054399792,0.34216708
ENSG00000112562,0.0015889959,0.83666223,0.00015500898,0.00015500898,0.00484591,0.0013350383,0.0067144143,0.045995038,0.023284104,0.06194564,0.004783313,0.00015500898,0.012380317
ENSG00000226445,0.11077209,0.04957817,0.04738001,0.05531369,0.046003036,0.09906085,0.12592366,0.26966006,0.05402842,0.04665075,0.011369796,0.048932325,0.035327133
ENSG00000186340,0.021731302,0.9052155,0.0001928567,0.0030891465,0.0014860545,0.0033811333,0.0011650706,0.0001928567,0.026784426,0.019412482,0.0028669883,0.014289205,0.0001928567
ENSG00000226194,0.009072309,0.035914417,0.43066484,0.026490882,0.021165779,0.053202473,0.059718985,0.00020533138,0.009796385,0.3055293,0.0021713176,0.024674913,0.021393118
ENSG00000272848,0.030327236,0.0064363116,0.0064363116,0.0064363116,0.09836693,0.13257211,0.2800776,0.0064363116,0.0064363116,0.21180193,0.20179991,0.0064363116,0.0064363116
ENSG00000184465,0.063246034,0.10355851,0.06587425,0.060312223,0.09013556,0.09909648,0.09683394,0.06919034,0.04685892,0.10247896,0.051649444,0.06773535,0.0830299
ENSG00000185127,0.11912403,0.0006890645,0.11059347,0.068951525,0.02502131,0.10116622,0.106667824,0.0006890645,0.117507815,0.052111223,0.14972161,0.07031032,0.07744653
ENSG00000130024,0.03257967,0.0644275,0.14694922,0.066838734,0.097248174,0.084717385,0.08898033,0.07358308,0.027271977,0.091267705,0.06900633,0.08233762,0.074792355
ENSG00000227704,0.046011206,0.14571702,0.18001194,0.08903758,0.028725984,0.09640036,0.06156605,0.00085421116,0.10674101,0.13354684,0.06216927,0.00085421116,0.048364263
ENSG00000184786,0.040179208,0.06460817,0.12876081,0.04488009,0.08482431,0.12496259,0.11365562,0.0002105669,0.06558224,0.10328202,0.09993529,0.045406345,0.083712645
ENSG00000130023,0.0691854,0.047449693,0.16832408,0.056311954,0.07716683,0.07328018,0.07517364,0.020006804,0.06655975,0.096105054,0.08612441,0.09570042,0.068611756
ENSG00000231690,0.3631072,0.0021061632,0.20263433,0.0021061632,0.03794518,0.049142215,0.007804951,0.0021061632,0.27948073,0.04724843,0.0021061632,0.0021061632,0.0021061632
ENSG00000273100,0.025662731,0.0031799274,0.0031799274,0.8639194,0.0031799274,0.0031799274,0.0031799274,0.0031799274,0.0031799274,0.0031799274,0.07861866,0.0031799274,0.0031799274
ENSG00000227508,0.2550651,0.009277152,0.009277152,0.33305743,0.17456649,0.08765629,0.0754373,0.009277152,0.009277152,0.009277152,0.009277152,0.009277152,0.009277152
ENSG00000198719,0.039399624,0.037458725,0.048534095,0.09445216,0.025448743,0.028790679,0.05548886,9.185965e-05,0.010219467,0.05955827,0.22069278,0.34764677,0.032218013
ENSG00000112584,0.052374043,0.08199113,0.04928022,0.10284681,0.057670362,0.06467012,0.05862839,0.086532645,0.07775091,0.054147296,0.11117225,0.13747242,0.06546347
ENSG00000008018,0.04927136,0.06205665,0.08831052,0.08143591,0.08765393,0.08165487,0.07655772,0.08636344,0.10134734,0.063413516,0.07392386,0.07500751,0.07300335
ENSG00000112592,0.042062577,0.08214598,0.1218549,0.08218109,0.07813447,0.096941575,0.091540724,0.028196782,0.06276281,0.07392136,0.05654863,0.109477215,0.07423197
ENSG00000071994,0.035220288,0.04472593,0.12873293,0.08351292,0.09400046,0.07203926,0.07598814,0.064374186,0.07093398,0.0946008,0.108134635,0.06621454,0.06152187
ENSG00000234986,0.032548115,0.01098501,0.01098501,0.12523232,0.17008957,0.081120715,0.1479955,0.01098501,0.01098501,0.22966951,0.14743418,0.01098501,0.01098501
ENSG00000242474,0.09877683,0.00052110065,0.049545873,0.028131621,0.09157203,0.11260137,0.11037231,0.105099835,0.040239103,0.04742307,0.0957685,0.13291246,0.08703601
ENSG00000240859,0.08290374,0.0017491727,0.048628565,0.053907502,0.12946108,0.040447228,0.13940103,0.0017491727,0.0017491727,0.03679398,0.06841519,0.055506453,0.3392877
ENSG00000261795,0.6103282,0.010446915,0.010446915,0.010446915,0.07669502,0.068024494,0.039644834,0.010446915,0.010446915,0.010446915,0.010446915,0.010446915,0.12173201
ENSG00000239715,0.8082294,0.01598087,0.01598087,0.01598087,0.01598087,0.01598087,0.01598087,0.01598087,0.01598087,0.01598087,0.01598087,0.01598087,0.01598087
ENSG00000240093,0.3306528,0.021896327,0.14136313,0.020574836,0.046895575,0.03828379,0.023694398,0.0003361261,0.02469627,0.049726073,0.055508558,0.12610354,0.12026864
ENSG00000177706,0.34526953,0.06665244,0.077218734,0.035521127,0.05388831,0.031924166,0.01886663,0.046924427,0.07868045,0.033573568,0.026580006,0.047408342,0.1374923
ENSG00000249574,0.18250345,0.0024290741,0.08573147,0.028952934,0.06101321,0.05848691,0.044036735,0.0024290741,0.0024290741,0.13805607,0.18958855,0.0024290741,0.20191434
ENSG00000197461,0.05592343,0.0629168,0.1586603,0.042172823,0.06231729,0.07227668,0.07765952,0.02309932,0.23856336,0.12506023,0.017568467,0.006574726,0.05720703
ENSG00000223855,0.01887297,0.1063329,0.16463554,0.037562758,0.04758259,0.05028282,0.08148135,0.00075426686,0.1872909,0.22811538,0.032157723,0.00075426686,0.044176593
ENSG00000188191,0.09469795,0.041823752,0.033182416,0.06969339,0.0790843,0.15112248,0.1380511,0.039221186,0.06662928,0.07558057,0.11142032,0.038628407,0.060864765
ENSG00000229380,0.116985075,0.0076236688,0.0076236688,0.0076236688,0.0076236688,0.09020637,0.19711821,0.0076236688,0.0076236688,0.4344772,0.0076236688,0.0076236688,0.10022369
ENSG00000164818,0.115194,0.07305347,0.084907115,0.055452418,0.08349468,0.07480493,0.1030401,7.302419e-05,0.05979672,0.11012452,0.09166102,0.04154136,0.10685661
ENSG00000164828,0.041468177,0.11382342,0.062328145,0.1502645,0.066294566,0.06931133,0.06944859,0.033594385,0.11448449,0.07319341,0.08006533,0.07611651,0.049607042
ENSG00000239857,0.14915334,0.14197375,0.00275605,0.09955179,0.043340124,0.06315243,0.083715826,0.00275605,0.13069089,0.079863824,0.00275605,0.12556778,0.07472212
ENSG00000273151,0.013944468,0.0005863724,0.0005863724,0.021257104,0.08021302,0.063980706,0.101735696,0.27145264,0.0005863724,0.07052887,0.09883487,0.10357469,0.17271885
ENSG00000105963,0.04043788,0.031985935,0.0150945205,0.019480644,0.10610174,0.18069969,0.2318134,0.060386356,0.01947391,0.07088054,0.046201862,0.059774842,0.11766866
ENSG00000240230,0.063596345,0.025958618,0.04193382,0.055830717,0.08460314,0.09475962,0.08790807,0.10849528,0.036497105,0.081487186,0.12686531,0.09998799,0.092076875
ENSG00000146540,0.093988694,0.08170951,0.038578086,0.030793043,0.08657954,0.06341106,0.07871383,0.11421203,0.050718248,0.08964111,0.084107645,0.08678878,0.10075839
ENSG00000225146,0.18197745,0.0026368273,0.0026368273,0.0026368273,0.186244,0.14129525,0.11102098,0.0026368273,0.0026368273,0.1437842,0.1550636,0.0026368273,0.06479351
ENSG00000164849,0.13741419,0.0005568174,0.031545006,0.09497314,0.065565564,0.039515033,0.027361896,0.0005568174,0.0005568174,0.015420793,0.11967792,0.17237931,0.2944767
ENSG00000226291,0.7667182,0.019440133,0.019440133,0.019440133,0.019440133,0.019440133,0.019440133,0.019440133,0.019440133,0.019440133,0.019440133,0.019440133,0.019440133
ENSG00000164850,0.5199426,0.00092882593,0.02367681,0.118902005,0.035899837,0.042986527,0.030415993,0.00092882593,0.00092882593,0.018361652,0.009659894,0.12136865,0.075999595
ENSG00000178381,0.046931222,0.038571898,0.11876854,0.07723015,0.034800526,0.045292426,0.065099575,0.3410079,0.03330932,0.060439643,0.056953304,0.039432667,0.042162754
ENSG00000229043,0.09725578,0.06825333,0.16021474,0.054804,0.124965765,0.082060315,0.09607392,0.0011629562,0.13923231,0.0011629562,0.035739873,0.05743185,0.08164228
ENSG00000164853,0.020969562,0.004834226,0.004834226,0.004834226,0.004834226,0.004834226,0.6045781,0.004834226,0.2285581,0.10238631,0.004834226,0.004834226,0.004834226
ENSG00000164877,0.031460784,0.21803,0.013861048,0.17200677,0.077732034,0.020948986,0.056378156,0.040149994,0.03584992,0.111028574,0.099208444,0.03893774,0.084407456
ENSG00000273230,0.052732565,0.07601106,0.080263406,0.13843226,0.047303077,0.038424555,0.085327365,0.24901348,0.0013863144,0.18506706,0.043266162,0.0013863144,0.0013863144
ENSG00000164880,0.11508804,0.0938051,0.062206596,0.065900765,0.06109044,0.074446075,0.05938545,0.10328745,0.079279505,0.08350479,0.07417825,0.04046212,0.08736544
ENSG00000198517,0.019407555,0.06191162,0.14141813,0.052337,0.117458194,0.05100983,0.044584263,0.037998714,0.05573453,0.10414075,0.0719591,0.068374276,0.17366596
ENSG00000164855,0.2823915,0.035605192,0.015851751,0.029100107,0.07185304,0.09310629,0.068941884,0.051938515,0.016809013,0.052347973,0.07669068,0.06519842,0.14016563
ENSG00000157778,0.10137898,0.05554899,0.017758403,0.07185866,0.08761291,0.09979642,0.12975323,0.00063748966,0.13425043,0.07794075,0.10429449,0.047958836,0.07121048
ENSG00000230487,0.08537646,0.029281115,0.09609826,0.054910634,0.063673556,0.09911218,0.11808131,0.1018276,0.055819567,0.08070334,0.07494928,0.073745064,0.06642168
ENSG00000225968,0.015502106,0.057330508,0.021685738,0.1315884,0.12502919,0.12509003,0.28750813,0.00040441265,0.00040441265,0.10587587,0.00040441265,0.00040441265,0.1287724
ENSG00000002822,0.055347506,0.055590406,0.056929767,0.07233522,0.05765511,0.044820253,0.07410289,0.16463505,0.063259855,0.15855286,0.06069257,0.08204298,0.054035548
ENSG00000122687,0.15461037,0.052351493,0.060328525,0.0395941,0.065654494,0.09277573,0.105713144,0.26093665,0.0005658273,0.05938477,0.033213504,0.036759168,0.0381123
ENSG00000106268,0.0561727,0.2760424,0.06729231,0.0024782475,0.018584566,0.0592474,0.071342655,0.0024782475,0.0024782475,0.0024782475,0.16371693,0.2309243,0.04676385
ENSG00000106266,0.15098228,0.039120004,0.13234401,0.06904986,0.030594658,0.029898157,0.027488284,0.22192052,0.035207335,0.15531094,0.02924871,0.040080585,0.038754687
ENSG00000106263,0.12003048,0.098718785,0.0593519,0.08617107,0.06104641,0.056781333,0.06752944,0.09552311,0.074554354,0.08615231,0.06371757,0.060062487,0.0703607
ENSG00000136213,0.09959204,0.096635684,0.10333476,0.11543422,0.05531361,0.085690014,0.07405481,0.046277408,0.07062171,0.075197734,0.042837188,0.07292984,0.06208103
